SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,6834 Domingo Dr,Rancho Murieta,CA,95683,549999,3,2.5,Rancho Murieta,2198,15002,1990,1,,143,Active,,,http://www.redfin.com/CA/Rancho-Murieta/6834-Domingo-Dr-95683/home/19337893,MetroList,19014593,N,Y,38.5029084,-121.0854377
MLS Listing,,Single Family Residential,710 Alamo Dr,MORGAN HILL,CA,95037,989888,5,3.0,MORGAN HILL,2670,7532,1977,1,371,,Active,March-13-2019 09:15 AM,March-13-2019 11:15 AM,http://www.redfin.com/CA/Morgan-Hill/710-Alamo-Dr-95037/home/951798,MLSListings,ML81742148,N,Y,37.1015162,-121.6430382
MLS Listing,,Single Family Residential,15465 Ramona Ave,Fontana,CA,92336,485000,4,3.5,264 - Fontana,2621,5566,2008,1,185,,Active,,,http://www.redfin.com/CA/Fontana/15465-Ramona-Ave-92336/home/4315199,CRMLS,IV19053966,N,Y,34.1144655,-117.467591
MLS Listing,,Condo/Co-op,685 Dartmore Ln #164,Hayward,CA,94544,458888,2,2.0,Hayward Hills,906,,1988,1,506,325,Active,March-16-2019 02:00 PM,March-16-2019 05:00 PM,http://www.redfin.com/CA/Hayward/685-Dartmore-Ln-94544/unit-164/home/2113711,Bridge MLS,40856283,N,Y,37.6337685,-122.0458647
MLS Listing,,Single Family Residential,18470 Fleetwood Ave,Castro Valley,CA,94546,748888,3,1.0,Castro Valley,1042,5000,1950,1,719,,Active,March-13-2019 10:00 AM,March-13-2019 01:00 PM,http://www.redfin.com/CA/Castro-Valley/18470-Fleetwood-Ave-94546/home/828794,Bridge MLS,40856272,N,Y,37.711402,-122.0783517
MLS Listing,,Condo/Co-op,3227 Guillermo Pl,Hayward,CA,94542,648888,2,2.5,Hayward Hills,1518,,1983,1,427,337,Active,March-16-2019 02:00 PM,March-16-2019 05:00 PM,http://www.redfin.com/CA/Hayward/3227-Guillermo-Pl-94542/unit-18/home/891530,Bridge MLS,40856266,N,Y,37.655405,-122.038907
MLS Listing,,Single Family Residential,249 Catalina Way,Vallejo,CA,94589,479000,4,3.0,Vallejo 6,1542,5663,1983,1,311,,Active,March-17-2019 01:00 PM,March-17-2019 04:00 PM,http://www.redfin.com/CA/Vallejo/249-Catalina-Way-94589/home/2265791,BAREIS,21904728,N,Y,38.1538979,-122.2720127
MLS Listing,,Single Family Residential,2 Roslyn Ct,DALY CITY,CA,94015,898000,3,2.0,DALY CITY,1200,3510,1958,1,748,,Active,March-12-2019 10:00 AM,March-12-2019 01:00 PM,http://www.redfin.com/CA/Daly-City/2-Roslyn-Ct-94015/home/1797461,MLSListings,ML81742058,N,Y,37.6932909,-122.4957448
MLS Listing,,Single Family Residential,1365 Brooke,Gardnerville,NV,89410-4827,379900,3,2.0,G/M Downtown,1560,10454,2004,2,244,60,Active,,,http://www.redfin.com/NV/Gardnerville/1365-Brooke-Way-89410/home/69080518,NNRMLS,190002919,N,Y,38.9416017,-119.7369904
MLS Listing,,Single Family Residential,932 Corte La Cienega,Camarillo,CA,93010,1875000,5,4.5,Camarillo,4846,44431,1999,2,387,,Active,,,http://www.redfin.com/CA/Camarillo/932-Corte-La-Cienega-93010/home/4458367,SBMLS,19-753,N,Y,34.2269974,-119.0938535
MLS Listing,,Single Family Residential,1311 Tiger Tail Dr,Riverside,CA,92506,879900,6,5.0,252 - Riverside,3583,22651,1958,3,246,,Active,,,http://www.redfin.com/CA/Riverside/1311-Tiger-Tail-Dr-92506/home/5019299,CRMLS,IV19052130,N,Y,33.9172088,-117.3750055
MLS Listing,,Multi-Family (2-4 Unit),5472 6th Ave,Los Angeles,CA,90043,589000,4,2.0,Park Hills Heights,1956,5380,1919,3,301,,Active,,,http://www.redfin.com/CA/Los-Angeles/5472-6th-Ave-90043/home/6864997,TheMLS,19-442076,N,Y,33.991058,-118.323299
MLS Listing,,Condo/Co-op,2001 Club Center Dr #1134,Sacramento,CA,95835,267500,2,2.5,North Sacramento/Natomas/Del Paso Heights,1154,,2006,3,,245,Active,,,http://www.redfin.com/CA/Sacramento/2001-Club-Center-Dr-95835/unit-1-134/home/22787275,MetroList,19012192,N,Y,38.6710772,-121.5047481
MLS Listing,,Single Family Residential,30592 Mirandela Ln,Laguna Niguel,CA,92677,1649000,4,2.5,LNSMT - Summit,3390,5500,1987,3,486,91,Active,,,http://www.redfin.com/CA/Laguna-Niguel/30592-Mirandela-Ln-92677/home/4936606,CRMLS,OC19051321,N,Y,33.5185976,-117.7223781
MLS Listing,,Single Family Residential,29297 Links,Lake Elsinore,CA,92530,470000,4,3.5,699 - Not Defined,2854,8276,2015,3,165,117,Active,,,http://www.redfin.com/CA/Lake-Elsinore/29297-Links-92530/home/103692344,CRMLS,SW19047056,N,Y,33.648538,-117.303854
MLS Listing,,Condo/Co-op,45 Chadron Cir,Ladera Ranch,CA,92694,475000,2,2.0,LD - Ladera Ranch,1251,,2001,3,380,434,Active,March-12-2019 10:00 AM,March-12-2019 12:00 PM,http://www.redfin.com/CA/Mission-Viejo/45-Chadron-Cir-92694/home/5888886,CRMLS,OC19052508,N,Y,33.5607712,-117.6476212
MLS Listing,,Single Family Residential,42450 Butterscotch Ln,Lancaster,CA,93536,330000,3,2.5,LAC - Lancaster,1934,6112,1990,3,171,,Active,,,http://www.redfin.com/CA/Quartz-Hill/42450-Butterscotch-Ln-93536/home/6258388,CRMLS,BB19052667,N,Y,34.65438,-118.230744
MLS Listing,,Single Family Residential,30769 Sky Terrace Dr,Temecula,CA,92592,429000,3,2.0,699 - Not Defined,1444,10454,1986,3,297,66,Active,,,http://www.redfin.com/CA/Temecula/30769-Sky-Terrace-Dr-92592/home/6200324,CRMLS,SW19046780,N,Y,33.5021901,-117.1228227
MLS Listing,,Single Family Residential,975 Payette Dr,Corona,CA,92881,515000,3,2.0,248 - Corona,1850,6098,2001,3,278,58,Active,,,http://www.redfin.com/CA/Corona/975-Payette-Dr-92881/unit-42/home/6334921,CRMLS,IV19052278,N,Y,33.8307647,-117.5628379
MLS Listing,,Multi-Family (2-4 Unit),6635 Irvine Ave,North Hollywood,CA,91606,1050000,6,3.0,NHO - North Hollywood,2440,7802,1924,3,430,,Active,,,http://www.redfin.com/CA/North-Hollywood/6635-Irvine-Ave-91606/home/5047473,CRMLS,BB19041211,N,Y,34.1913544,-118.3857981
MLS Listing,,Single Family Residential,30 Flora St,San Francisco,CA,94124,849000,2,2.0,Bayview,1050,2988,1907,3,809,,Active,March-12-2019 02:00 PM,March-12-2019 03:30 PM,http://www.redfin.com/CA/San-Francisco/30-Flora-St-94124/home/1005375,San Francisco MLS,482094,N,Y,37.7321895,-122.3944585
MLS Listing,,Single Family Residential,2085 Garden Ln,Costa Mesa,CA,92627,969900,3,2.5,C5 - East Costa Mesa,1856,2396,2002,3,523,140,Active,,,http://www.redfin.com/CA/Costa-Mesa/2085-Garden-Ln-92627/home/5899431,CRMLS,OC19052529,N,Y,33.6425928,-117.9031933
MLS Listing,,Single Family Residential,22972 Cedarspring,Lake Forest,CA,92630,699990,3,2.0,LS - Lake Forest South,1436,6820,1980,3,487,57,Active,,,http://www.redfin.com/CA/Lake-Forest/22972-Cedarspring-92630/home/4813398,CRMLS,OC19050037,N,Y,33.6289711,-117.6838282
MLS Listing,,Single Family Residential,16944 Beachwood Ln,Fontana,CA,92336,485000,4,3.0,264 - Fontana,2420,4109,2017,3,200,,Active,,,http://www.redfin.com/CA/Fontana/16944-Beachwood-Ln-92336/home/160571977,CRMLS,IV19051826,N,Y,34.118403145,-117.4346755
MLS Listing,,Townhouse,15735 Nordhoff St #11,North Hills,CA,91343,429500,3,3.0,NOH - North Hills,1437,178914,1981,3,299,375,Active,,,http://www.redfin.com/CA/North-Hills/15735-Nordhoff-St-91343/unit-11/home/5714442,CRMLS,BB19052339,N,Y,34.2362354,-118.4753647
MLS Listing,,Single Family Residential,12916 Williams Ranch Rd,Moorpark,CA,93021,729000,3,2.0,SMP - South Moorpark,1602,8860,1987,3,455,56,Active,,,http://www.redfin.com/CA/Moorpark/12916-Williams-Ranch-Rd-93021/home/4563377,CRMLS,BB19051995,N,Y,34.2661832,-118.8821852
MLS Listing,,Condo/Co-op,900 Bush St #304,San Francisco,CA,94109,868888,2,2.0,Downtown,882,,1982,3,985,1073,Active,March-12-2019 09:00 AM,March-12-2019 10:30 AM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-304/home/1797522,San Francisco MLS,482072,N,Y,37.7899451,-122.4127266
MLS Listing,,Single Family Residential,5724 Wolfe St,Lakewood,CA,90713,539000,2,1.0,23 - Lakewood Park,936,5300,1951,3,576,,Active,,,http://www.redfin.com/CA/Lakewood/5724-Wolfe-St-90713/home/7552987,CRMLS,PW19044575,N,Y,33.8576578,-118.1205658
MLS Listing,,Single Family Residential,31832 Green Oak Way,Temecula,CA,92592,409999,3,2.5,201 - Temecula-West,1846,2237,2007,3,222,120,Active,,,http://www.redfin.com/CA/Temecula/31832-Green-Oak-Way-92592/home/17320609,CRMLS,SW19042077,N,Y,33.4593528,-117.1038713
MLS Listing,,Townhouse,545 Costa Azul,Sparks,NV,89436-7309,309900,2,2.0,Sparks-Suburban,1517,1742,2016,3,204,240,Active,,,http://www.redfin.com/NV/Sparks/545-Costa-Azul-Dr-89436/home/60223191,NNRMLS,190002842,N,Y,39.5814434,-119.7356802
MLS Listing,,Condo/Co-op,7715 Newman Ave #105,Huntington Beach,CA,92647,425000,2,2.0,15 - West Huntington Beach,1216,,1981,3,350,432,Active,,,http://www.redfin.com/CA/Huntington-Beach/7715-Newman-Ave-92647/unit-105/home/5701474,CRMLS,OC19050917,N,Y,33.704996,-117.993913
MLS Listing,,Single Family Residential,2016 Via Vina,San Clemente,CA,92673,947500,5,3.0,FR - Forster Ranch,2618,7670,1994,3,362,132,Active,,,http://www.redfin.com/CA/San-Clemente/2016-Via-Vina-92673/home/4982214,CRMLS,OC19046744,N,Y,33.4723975,-117.6232457
MLS Listing,,Townhouse,7211 Washington Ave,Whittier,CA,90602,580000,4,2.0,670 - Whittier,2522,6626,1905,3,230,,Active,,,http://www.redfin.com/CA/Whittier/7211-Washington-Ave-90602/home/7812666,CRMLS,PW19052125,N,Y,33.9768376,-118.035236
MLS Listing,,Condo/Co-op,2914 Fillmore St,San Francisco,CA,94123,1595000,3,1.5,Cow Hollow,1278,,1906,3,1248,578,Active,March-12-2019 10:00 AM,March-12-2019 11:30 AM,http://www.redfin.com/CA/San-Francisco/2914-Fillmore-St-94123/home/2010032,San Francisco MLS,482069,N,Y,37.796406,-122.4352004
MLS Listing,,Single Family Residential,3440 N Schneider Ave,Fresno,CA,93737,315000,3,2.75,Fresno,1692,3174,2009,3,186,,Active,,,http://www.redfin.com/CA/Fresno/3440-N-Schneider-Ave-93737/home/95990787,FRESNOMLS,519024,N,Y,36.785629,-119.6574992
MLS Listing,,Single Family Residential,865 W Cypress Ave,Redlands,CA,92373,718000,4,2.0,268 - Redlands,2043,18974,1974,3,351,,Active,,,http://www.redfin.com/CA/Redlands/865-W-Cypress-Ave-92373/home/3220929,CRMLS,EV19051091,N,Y,34.0421692,-117.1851791
MLS Listing,,Single Family Residential,26071 Casa Encantador Rd,Moreno Valley,CA,92555,306000,2,2.0,259 - Moreno Valley,1001,5663,1998,3,306,,Active,,,http://www.redfin.com/CA/Moreno-Valley/26071-Casa-Encantador-Rd-92555/home/5652740,CRMLS,EV19051123,N,Y,33.8974647,-117.2072777
MLS Listing,,Condo/Co-op,5009 Woodman Ave #306,Sherman Oaks,CA,91423,599000,2,2.0,Sherman Oaks,1240,41935,1978,4,483,426,Active,March-12-2019 11:00 AM,March-12-2019 02:00 PM,http://www.redfin.com/CA/Sherman-Oaks/5009-Woodman-Ave-91423/unit-306/home/4845699,TheMLS,19-435678,N,Y,34.1617309,-118.4316444
MLS Listing,,Single Family Residential,1810 Cloverdale Dr,Pomona,CA,91767,379999,3,1.0,687 - Pomona,1008,7784,1952,4,377,,Active,,,http://www.redfin.com/CA/Pomona/1810-Cloverdale-Dr-91767/home/7898846,CRMLS,PF19052041,N,Y,34.0768358,-117.7376351
MLS Listing,,Condo/Co-op,960 E Bonita Ave #156,Pomona,CA,91767,290000,2,2.0,687 - Pomona,955,354884,1979,4,304,305,Active,,,http://www.redfin.com/CA/Pomona/960-E-Bonita-Ave-91767/unit-156/home/7887498,CRMLS,PF19051970,N,Y,34.0951062,-117.733286
MLS Listing,,Single Family Residential,42010 Granado Pl,Temecula,CA,92590,1190000,5,4.0,202 - Temecula-Hills West,3266,235660,2005,4,364,39,Active,,,http://www.redfin.com/CA/Temecula/42010-Granado-Pl-92590/home/6194636,CRMLS,SW19030820,N,Y,33.5210269,-117.206371
MLS Listing,,Townhouse,1405 Saint James Pkwy,Concord,CA,94521,479000,3,2.5,Park Plaza,1576,1440,1972,4,304,135,Active,,,http://www.redfin.com/CA/Concord/1405-St-James-Pkwy-94521/home/1427245,Bridge MLS,40855943,N,Y,37.954653,-121.974754
MLS Listing,,Single Family Residential,23685 Arminta St,West Hills,CA,91304,939999,4,3.0,WEH - West Hills,2114,9423,1984,4,445,,Active,,,http://www.redfin.com/CA/West-Hills/23685-Arminta-St-91304/home/3060581,CRMLS,BB19051461,N,Y,34.2135239,-118.6436391
MLS Listing,,Condo/Co-op,46 Fringe Tree,Irvine,CA,92606,920000,3,2.5,CG - Columbus Grove,2472,,2007,4,372,405,Active,,,http://www.redfin.com/CA/Irvine/46-Fringe-Tree-92606/home/12257291,CRMLS,OC19027446,N,Y,33.6929675,-117.8163567
MLS Listing,,Single Family Residential,3 Station Inn Pl,Sacramento,CA,95835,475000,2,2.0,North Sacramento/Natomas/Del Paso Heights,1888,6787,2003,4,,262,Active,,,http://www.redfin.com/CA/Sacramento/3-Station-Inn-Pl-95835/home/19072355,MetroList,19013442,N,Y,38.6805778,-121.5182165
MLS Listing,,Condo/Co-op,131 Avellino Way,MOUNTAIN VIEW,CA,94043,1949000,4,3.5,MOUNTAIN VIEW,2047,695,2014,4,952,277,Active,,,http://www.redfin.com/CA/Mountain-View/131-Avellino-Way-94043/home/95955037,MLSListings,ML81741714,N,Y,37.3917807,-122.0646903
MLS Listing,,Single Family Residential,2714 Adriatic Way,Sacramento,CA,95826,399900,3,2.0,Sacramento Rosemont/College Greens/Mayhew,1574,5898,1975,4,,14,Active,,,http://www.redfin.com/CA/Sacramento/2714-Adriatic-Way-95826/home/19331985,MetroList,19013350,N,Y,38.5657324,-121.3585584
MLS Listing,,Single Family Residential,3275 Rainhill Loop,Roseville,CA,95747,509000,4,3.0,West Roseville/zip 95747,2295,6216,2012,4,,,Active,,,http://www.redfin.com/CA/Roseville/3275-Rainhill-Loop-95747/home/19588632,MetroList,19013439,N,Y,38.7681001,-121.3761626
MLS Listing,,Single Family Residential,5945 Country Manor Pl,Sacramento,CA,95835,499000,2,2.0,North Sacramento/Natomas/Del Paso Heights,2040,6948,2003,4,,252,Active,,,http://www.redfin.com/CA/Sacramento/5945-Country-Manor-Pl-95835/home/19070743,MetroList,19013429,N,Y,38.6838327,-121.5177973
MLS Listing,,Condo/Co-op,3624 Whitworth Dr,Dublin,CA,94568,749900,2,2.5,Dublin Ranch,1634,,2003,4,459,225,Active,,,http://www.redfin.com/CA/Dublin/3624-Whitworth-Dr-94568/home/648050,Bridge MLS,40855866,N,Y,37.708377,-121.867677
MLS Listing,,Townhouse,449 Cork Harbour Cir Unit H,REDWOOD CITY,CA,94065,989000,2,2.0,REDWOOD CITY,1136,441876,1985,4,871,523,Active,March-12-2019 10:00 AM,March-12-2019 01:00 PM,http://www.redfin.com/CA/Redwood-City/449-Cork-Harbour-Cir-94065/unit-H/home/2021039,MLSListings,ML81741700,N,Y,37.5324605,-122.2576769
MLS Listing,,Single Family Residential,9787 Joebar Cir,Elk Grove,CA,95757,460000,4,2.0,Elk Grove,1904,5589,2010,4,,,Active,,,http://www.redfin.com/CA/Elk-Grove/9787-Joebar-Cir-95757/home/22626527,MetroList,19013847,N,Y,38.4021162,-121.404625
MLS Listing,,Single Family Residential,780 Frayne Way,Sacramento,CA,95838,399500,3,2.5,North Sacramento/Natomas/Del Paso Heights,1840,6098,2013,4,,,Active,March-17-2019 12:00 PM,March-17-2019 03:00 PM,http://www.redfin.com/CA/Sacramento/780-Frayne-Way-95838/home/21893114,MetroList,19012443,N,Y,38.6513054,-121.448006
MLS Listing,,Single Family Residential,3136 Lines Ln,Carmichael,CA,95608,565000,4,2.5,Carmichael,2570,11238,2004,4,,,Active,,,http://www.redfin.com/CA/Carmichael/3136-Lines-Ln-95608/home/19068639,MetroList,19009679,N,Y,38.6223286,-121.3341808
MLS Listing,,Single Family Residential,22182 Crane St,Lake Forest,CA,92630,699988,3,2.0,LS - Lake Forest South,1821,5940,1977,4,384,80,Active,March-16-2019 01:00 PM,March-16-2019 04:00 PM,http://www.redfin.com/CA/Lake-Forest/22182-Crane-St-92630/home/4828663,CRMLS,OC19049858,N,Y,33.6403791,-117.7051952
MLS Listing,,Condo/Co-op,3686 Aviano Way,Dublin,CA,94568,925000,3,3.0,Dublin Ranch,2257,,2013,4,410,352,Active,,,http://www.redfin.com/CA/Dublin/3686-Aviano-Way-94568/home/40087497,Bridge MLS,40855839,N,Y,37.7112362,-121.8673527
MLS Listing,,Condo/Co-op,546 Holly Hock Ct,SAN JOSE,CA,95117,899999,2,2.5,SAN JOSE,1117,579,1985,4,806,347,Active,,,http://www.redfin.com/CA/San-Jose/546-Holly-Hock-Ct-95117/home/754896,MLSListings,ML81741650,N,Y,37.320858,-121.963598
MLS Listing,,Single Family Residential,42145 Tennessee Ave,Palm Desert,CA,92211,348000,3,2.0,Palm Desert East,1361,6098,1975,4,256,,Active,,,http://www.redfin.com/CA/Palm-Desert/42145-Tennessee-Ave-92211/home/5984627,PALM,19-441096PS,N,Y,33.7315694,-116.3276421
MLS Listing,,Single Family Residential,2193 Wayne Dr,Brentwood,CA,94513,899900,6,3.5,Sterling Preserve,4631,9375,2007,4,194,,Active,March-17-2019 01:00 PM,March-17-2019 04:00 PM,http://www.redfin.com/CA/Brentwood/2193-Wayne-Dr-94513/home/17168101,Bridge MLS,40855821,N,Y,37.9567112,-121.7137122
MLS Listing,,Single Family Residential,2546 Tejon St,Lodi,CA,95242,415000,3,2.0,Lodi/Woodbdg/Sunnyside Estates/Henderson Village,1625,5667,1994,4,,,Active,,,http://www.redfin.com/CA/Lodi/2546-Tejon-St-95242/home/19861097,MetroList,19013675,N,Y,38.1425761,-121.3083418
MLS Listing,,Single Family Residential,2100 44th Ave,San Francisco,CA,94116,988000,2,1.0,Outer Parkside,1120,2374,1942,5,882,,Active,March-12-2019 06:00 PM,March-12-2019 07:00 PM,http://www.redfin.com/CA/San-Francisco/2100-44th-Ave-94116/home/1636563,San Francisco MLS,482008,N,Y,37.747336,-122.5025865
MLS Listing,,Single Family Residential,12582 Ranchwood Rd,North Tustin,CA,92705,939900,3,2.0,NTS - North Tustin,1828,11110,1958,5,514,,Active,,,http://www.redfin.com/CA/Santa-Ana/12582-Ranchwood-Rd-92705/home/3499497,CRMLS,OC19050555,N,Y,33.7436665,-117.7914599
MLS Listing,,Single Family Residential,4783 Braemar St,Antioch,CA,94531,559900,4,3.0,Antioch,2661,6040,2015,5,210,,Active,,,http://www.redfin.com/CA/Antioch/4783-Braemar-St-94531/home/23129568,Bridge MLS,40855781,N,Y,37.9760847,-121.7568788
MLS Listing,,Condo/Co-op,267 Shadow Dance Dr,SAN JOSE,CA,95110,695000,2,2.0,SAN JOSE,871,908,1986,5,798,295,Active,,,http://www.redfin.com/CA/San-Jose/267-Shadow-Dance-Dr-95110/home/1403382,MLSListings,ML81741596,N,Y,37.31062,-121.879919
MLS Listing,,Single Family Residential,552 S Circulo Lazo,Anaheim,CA,92807,979000,4,2.5,699 - Not Defined,1865,18274,1973,5,525,,Active,,,http://www.redfin.com/CA/Anaheim/552-S-Circulo-Lazo-92807/home/4333802,CRMLS,OC19049592,N,Y,33.8447492,-117.7693822
MLS Listing,,Condo/Co-op,175 Russ St #14,San Francisco,CA,94103,995000,2,2.5,South of Market,1361,,2003,5,731,677,Active,,,http://www.redfin.com/CA/San-Francisco/175-Russ-St-94103/unit-14/home/12400905,San Francisco MLS,481974,N,Y,37.7781581,-122.4069909
MLS Listing,,Single Family Residential,15289 Dunes Way,Moreno Valley,CA,92555,409000,4,3.5,259 - Moreno Valley,2535,5227,1990,5,161,,Active,,,http://www.redfin.com/CA/Moreno-Valley/15289-Dunes-Way-92555/home/5173858,CRMLS,IV19050140,N,Y,33.898561,-117.173649
MLS Listing,,Single Family Residential,4778 W 191st St,Torrance,CA,90503,875000,3,1.0,131 - West Torrance,1098,7150,1954,5,797,,Active,,,http://www.redfin.com/CA/Torrance/4778-191st-St-90503/home/7714434,CRMLS,SB19044312,N,Y,33.8575434,-118.3611927
MLS Listing,,Single Family Residential,1723 Stanford Ave,Redondo Beach,CA,90278,998000,3,2.0,154 - N Redondo Bch/Golden Hills,1385,2505,1967,5,721,,Active,,,http://www.redfin.com/CA/Redondo-Beach/1723-Stanford-Ave-90278/home/6714756,CRMLS,SB19044326,N,Y,33.8706894,-118.3894042
MLS Listing,,Condo/Co-op,1 Linden Ln,Temple City,CA,91780,699000,3,2.5,661 - Temple City,1570,38519,2015,5,445,264,Active,,,http://www.redfin.com/CA/Temple-City/1-Linden-Ln-91780/home/143515703,CRMLS,PF19049652,N,Y,34.088039,-118.064851
MLS Listing,,Condo/Co-op,55 Page St #324,San Francisco,CA,94102,649000,0,1.0,Hayes Valley,438,,2008,5,1482,545,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-324/home/17306600,San Francisco MLS,481926,N,Y,37.7738899,-122.4218771
MLS Listing,,Condo/Co-op,2055 E Broadway #204,Long Beach,CA,90803,365000,1,1.0,"2 - Belmont Heights, Alamitos Heights",616,13440,1970,5,593,186,Active,,,http://www.redfin.com/CA/Long-Beach/2055-E-Broadway-90803/unit-204/home/7607698,CRMLS,PW19044589,N,Y,33.7674209,-118.1666338
MLS Listing,,Single Family Residential,28279 Canyon Crest Dr,Canyon Country,CA,91351,785000,5,3.0,CAN1 - Canyon Country 1,3556,7955,2003,5,221,75,Active,,,http://www.redfin.com/CA/Canyon-Country/28279-Canyon-Crest-Dr-91351/home/8109184,CRMLS,BB19050284,N,Y,34.4365757,-118.4640641
MLS Listing,,Single Family Residential,12892 Rosalind Dr,Santa Ana,CA,92705,762800,5,2.0,NTS - North Tustin,2042,7400,1954,5,374,,Active,,,http://www.redfin.com/CA/Santa-Ana/12892-Rosalind-Dr-92705/home/3419059,CRMLS,PW19050071,N,Y,33.7745884,-117.8258767
MLS Listing,,Single Family Residential,4788 Dogwood Ave,Seal Beach,CA,90740,919500,4,2.0,48 - College Park East,1914,5304,1968,5,480,,Active,,,http://www.redfin.com/CA/Seal-Beach/4788-Dogwood-Ave-90740/home/3928295,CRMLS,OC19049277,N,Y,33.777462,-118.0458015
MLS Listing,,Single Family Residential,1271 Vignola Ct,Brentwood,CA,94513,614900,4,2.0,Brentwood,2133,14222,2008,5,288,,Active,March-17-2019 01:00 PM,March-17-2019 04:00 PM,http://www.redfin.com/CA/Brentwood/1271-Vignola-Ct-94513/home/23401832,Bridge MLS,40855575,N,Y,37.92625,-121.7190338
MLS Listing,,Townhouse,1701 Camino De Villas,Burbank,CA,91501,845000,3,3.0,610 - Burbank,1493,985,1974,5,566,390,Active,,,http://www.redfin.com/CA/Burbank/1701-Cam-De-Villas-91501/home/7141209,CRMLS,BB19050152,N,Y,34.1949206,-118.2936357
MLS Listing,,Townhouse,21900 Roscoe Blvd #6,Canoga Park,CA,91304,379000,3,3.0,CP - Canoga Park,1558,34612,1979,5,243,210,Active,,,http://www.redfin.com/CA/Canoga-Park/21900-Roscoe-Blvd-91304/unit-6/home/3717881,CRMLS,BB19050138,N,Y,34.2190848,-118.6046417
MLS Listing,,Single Family Residential,91 Lavender,Lake Forest,CA,92630,849999,3,2.5,BK - Baker Ranch,1595,3421,2017,6,533,199,Active,,,http://www.redfin.com/CA/Lake-Forest/91-Lavender-92610/home/110292422,CRMLS,OC19043649,N,Y,33.673823096,-117.6828377
MLS Listing,,Single Family Residential,5377 Sunrise Meadows Ln,Oakley,CA,94561,425000,3,2.5,Vintage Parkway,1419,3000,1988,6,300,50,Active,March-17-2019 01:00 PM,March-17-2019 04:00 PM,http://www.redfin.com/CA/Oakley/5377-Sunrise-Meadows-Ln-94561/home/1551746,Bridge MLS,40855550,N,Y,38.0041927,-121.7236315
MLS Listing,,Single Family Residential,7246 Canopy Ln,Eastvale,CA,92880,928888,5,5.0,249 - Eastvale,4949,13504,2006,6,188,,Active,,,http://www.redfin.com/CA/Corona/7246-Canopy-Ln-92880/home/12270175,CRMLS,IV19049878,N,Y,33.9563119,-117.57274
MLS Listing,,Townhouse,2003 Nelson Ave #2,Redondo Beach,CA,90278,739000,2,2.5,151 - N Redondo Bch/Villas North,1188,15002,1979,6,622,250,Active,,,http://www.redfin.com/CA/Redondo-Beach/2003-Nelson-Ave-90278/unit-2/home/6688347,CRMLS,SB19049809,N,Y,33.8749926,-118.3765608
MLS Listing,,Single Family Residential,8678 Los Altos Dr,Buena Park,CA,90620,725000,4,3.0,82 - Buena Park,1976,6600,1955,6,367,,Active,,,http://www.redfin.com/CA/Buena-Park/8678-Los-Altos-Dr-90620/home/4026805,CRMLS,OC19047565,N,Y,33.8367001,-118.0320341
MLS Listing,,Single Family Residential,3280 Casino Dr,Thousand Oaks,CA,91362,949900,4,3.0,TOE - Thousand Oaks East,2987,9672,1982,6,318,265,Active,,,http://www.redfin.com/CA/Thousand-Oaks/3280-Casino-Dr-91362/home/4589970,CRMLS,BB19049036,N,Y,34.2245805,-118.8437725
MLS Listing,,Single Family Residential,1415 23rd St,Santa Monica,CA,90404,1498000,3,1.5,Santa Monica,828,1670,1913,6,1809,,Active,,,http://www.redfin.com/CA/Santa-Monica/1415-23rd-St-90404/home/6767527,PALM,19-439704PS,N,Y,34.030476,-118.4768958
MLS Listing,,Single Family Residential,7262 7th Ave,Tahoma,CA,96142,585000,3,2.0,Tahoe Cedars,1461,,1961,6,400,,Active,,,http://www.redfin.com/CA/Tahoma/7262-7th-Ave-96142/home/22264767,TSMLS,20190334,N,Y,39.0582932,-120.1314709
MLS Listing,,Single Family Residential,17247 Sandalwood Way,MORGAN HILL,CA,95037,1298000,5,3.0,MORGAN HILL,2988,9592,1992,7,434,,Active,,,http://www.redfin.com/CA/Morgan-Hill/17247-Sandalwood-Way-95037/home/1745702,MLSListings,ML81741275,N,Y,37.1402634,-121.6174796
MLS Listing,,Single Family Residential,531 N Lamer St,Burbank,CA,91506,975000,4,3.0,610 - Burbank,2144,6495,1924,7,455,,Active,,,http://www.redfin.com/CA/Burbank/531-N-Lamer-St-91506/home/5333703,CRMLS,BB19048789,N,Y,34.1729498,-118.3295518
MLS Listing,,Single Family Residential,31795 Fille Dr,Winchester,CA,92596,399999,4,2.0,219 - Winchester-South,2030,9148,2000,7,197,30,Active,,,http://www.redfin.com/CA/Winchester/31795-Fille-Dr-92596/home/12276495,CRMLS,SW19039571,N,Y,33.5985842,-117.1045
